year,method,accuracy,n_samples
2013,supervised_reference,0.5715887850467289,2675
2014,supervised_reference,0.5812101910828026,3768
2015,supervised_reference,0.5367926233954077,5531
2016,supervised_reference,0.5914253555714725,9773
2017,supervised_reference,0.6287878787878788,3432
