year,method,accuracy,n_samples
2002,frozen,0.4125,240
2003,frozen,0.35735735735735735,333
2004,frozen,0.36333333333333334,300
2005,frozen,0.37771739130434784,368
2006,frozen,0.41604010025062654,399
2007,frozen,0.39712918660287083,209
2008,frozen,0.4486301369863014,292
2009,frozen,0.44042056074766356,856
2010,frozen,0.5229219143576826,1985
2011,frozen,0.5459533607681756,2187
2012,frozen,0.5330337078651686,2225
