year,method,accuracy,n_samples
2013,frozen,0.48411214953271026,2675
2014,frozen,0.4872611464968153,3768
2015,frozen,0.42994033628638584,5531
2016,frozen,0.41563491251406937,9773
2017,frozen,0.42628205128205127,3432
