year,method,accuracy,n_samples
2013,tent,0.32186915887850465,2675
2014,tent,0.285828025477707,3768
2015,tent,0.23684686313505696,5531
2016,tent,0.18530645656400285,9773
2017,tent,0.1587995337995338,3432
