year,method,accuracy,n_samples
2013,metadata_cumulative_drift_annual_reset,0.47514018691588783,2675
2014,metadata_cumulative_drift_annual_reset,0.4676220806794055,3768
2015,metadata_cumulative_drift_annual_reset,0.41113722654131263,5531
2016,metadata_cumulative_drift_annual_reset,0.3887240356083086,9773
2017,metadata_cumulative_drift_annual_reset,0.4187062937062937,3432
