year,method,accuracy,n_samples
2013,metadata_episodic,0.5061682242990654,2675
2014,metadata_episodic,0.5005307855626328,3768
2015,metadata_episodic,0.4362683059121316,5531
2016,metadata_episodic,0.4314949350250691,9773
2017,metadata_episodic,0.4376456876456876,3432
